Restaurant Name,place_id,Address,Country,Region,Price,Cuisine,Longitude,Latitude,Phone Number,Michelin Guide Post Link,Google Website Link,Michelin Award,Facilities And Services,Description,SFA Hygiene Grade,Safety Penalty,Review Count,Average Rating,value_tier,value_score,service_tier,service_score,taste_tier,taste_score,value_tier_numeric,service_tier_numeric,taste_tier_numeric
Cheng Heng Kway Chap and Braised Duck Rice,ChIJ7SUpBGoa2jERf87hnXTrMCY,"Holland Drive Market & Food Centre, #02-05, 44 Holland Drive, 270044, Singapore",Singapore,Central,1,Street Food,103.7924893,1.3081707,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/cheng-heng-kway-chap-and-braised-duck-rice,https://maps.app.goo.gl/ayxwevx5j1aDdGYK9,Selected Restaurants,"Dine-in,Takeaway","The name reveals the two signature dishes – the braised duck is tender, has robust flavours and is accompanied by a perfectly seasoned, spiced soy marinade. The kway (rice noodles) are silky smooth and the soup is moreish.",A,0,28,3.75,good,0.6606,good,0.5243,good,0.8276,3.29,3.71,3.61
Cheok Kee,ChIJwa2_nSwY2jERqr9kqOaN5O0,"Geylang Bahru Market & Food Centre, #01-35, 69 Geylang Bahru, 330069, Singapore",Singapore,Central,1,Street Food,103.870173,1.32144,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/cheok-kee,https://maps.app.goo.gl/TPcaZmd5H8xnTQNu5,Bib Gourmand,"Dine-in,Takeaway,Wheelchair accessible","Its famous soy-marinated duck boasts velvety flesh on a bed of steamed rice perfumed by duck scents. It comes with chilli vinegar that aptly cuts through the richness, plus an aromatic duck soup made with Chinese herbs.",B,1,28,3.25,good,0.7499,good,0.5236,good,0.874,2.96,3.18,3.21
Chey Sua Carrot Cake,ChIJE69i1WkX2jERoghAB9OcsYI,"127 Toa Payoh West Market & Food Centre, #02-30, Blk 127, Lorong 1 Toa Payoh, 310127, Singapore",Singapore,Central,1,Street Food,103.8447178,1.3380791,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/chey-sua-carrot-cake,https://maps.app.goo.gl/2nh7NLbLwpEjZxyN8,Bib Gourmand,"Dine-in,Takeaway,Delivery,Outdoor seating,Coffee,Wheelchair accessible","The pan-fried radish cake is hugely popular. Fried on one side until golden, it allows you to taste the caramelised crispy bits and the soft moist cake at the same time. The cakes are fried to order, so expect a longer waiting time.",A,0,27,1.93,poor,0.635,terrible,0.5611,good,0.5986,2.41,2.15,2.59
Chomp Chomp Satay,ChIJx-Df2KMZ2jERwzqHPGryf9E,"Chomp Chomp Food Centre, #01-34, 20 Kensington Park Road, 557269, Singapore",Singapore,North-East,1,Street Food,103.8664665,1.3642842,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/chomp-chomp-satay,https://maps.app.goo.gl/2iMHT5PjfG3gqD8c8,Selected Restaurants,"Dine-in,Takeaway,Credit cards,NFC payments,Wheelchair accessible","Opt for pork, chicken, mutton or ketupat served with pineapple sauce.",B,1,25,4.36,good,0.6419,excellent,0.5437,good,0.8603,3.68,4.2,3.88
Chuan Kee Boneless Braised Duck,ChIJ-eXK8mga2jER47OPcbdMYCY,"20 Ghim Moh Road Market & Food Centre, #01-04, Blk 20, Ghim Moh Road, 270020, Singapore",Singapore,Central,1,Street Food,103.788126,1.3110244,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/chuan-kee-boneless-braised-duck,https://maps.app.goo.gl/8N5c6qDWhY5NwQuX9,Bib Gourmand,"Dine-in,Takeaway,Wheelchair accessible","Juicy and flavoursome braised duck is served with rice, congee, kway teow or noodles, plus optional extras such as duck gizzard, duck liver or marinated egg. The ""set"" comes with a bowl of bak kut teh.",A,0,26,4.23,good,0.7286,excellent,0.6252,good,0.8836,3.69,4.15,3.62
Chung Cheng,ChIJSwYWdLQZ2jERrzmOTYRJGw4,"Golden Mile Food Centre, #01-59, 505 Beach Road, 199583, Singapore",Singapore,Central,1,Street Food,103.8639165,1.3033256,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/chung-cheng,https://maps.app.goo.gl/zqqcKMgaorWGqsgd9,Selected Restaurants,"Dine-in,Takeaway,Outdoor seating,Cash only,Wheelchair accessible","Three options feature on the menu of this stall – chilli mee, prawn mee and laksa. Go for chilli mee: yellow egg noodles topped with tangy chilli sauce, pork ribs, prawns, hard-boiled egg, fish cake and tofu puffs.",A,0,27,4.04,good,0.6488,good,0.3948,good,0.8899,3.48,3.96,3.63
Claudine,ChIJ-zvlIDQZ2jERQmjhYTdSKMg,"39C Harding Road, 249541, Singapore",Singapore,Central,2,French,103.8134286,1.3048538,6265 2966,https://guide.michelin.com/en/singapore-region/singapore/restaurant/claudine,https://www.claudinerestaurant.com,Selected Restaurants,"Dine-in,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","From chef Julien Royer of Odette fame comes this classic French brasserie, named after his mother. It's housed in a lovely converted 1930s chapel with an open kitchen at one end and a bar at the other. Those with a fondness for comforting French classics will find the roll call of favourites highly appealing, from foie gras terrine to vol-au-vents and soufflé. The wine list is thoughtfully curated and by-the-glass choices abound.",A,0,24,4.33,good,0.7597,excellent,0.6988,good,0.8607,3.5,4.12,3.92
Cloudstreet,ChIJox0yPU8Z2jERHKePRm932o0,"84 Amoy Street, 069903, Singapore",Singapore,Central,4,Fine Dining,103.8470099,1.280977,6513 7868,https://guide.michelin.com/en/singapore-region/singapore/restaurant/cloudstreet,https://cloudstreet.com.sg/,2 Stars,"Dine-in,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","In addition to naming his venture after the Tim Winton book, Sri Lankan chef Rishi Naleendra pays homage to Australia where he honed his skills. His food embodies balance and harmony, making the best use of top-quality ingredients and well thought-out flavours. Highlights include Sri Lankan curry with blue marron and coconut broth, and Murray cod with fermented bell pepper and almonds. The savvy front-of-house team delivers slick service and the perfect vibe.",A,0,26,4.77,good,0.6483,excellent,0.8636,good,0.9254,4.15,4.92,4.12
Come Daily Fried Hokkien Prawn Mee,ChIJiQQGOWgX2jERXmFkXdKaogI,"127 Toa Payoh West Market & Food Centre, #02-27, Blk 127, Lorong 1 Toa Payoh, 310127, Singapore",Singapore,Central,1,Street Food,103.8447186,1.3381846,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/come-daily-fried-hokkien-prawn-mee,https://maps.app.goo.gl/ExxeGuWmdzKJmLsf7,Selected Restaurants,"Dine-in,Takeaway,Delivery,Coffee,Cash only,Wheelchair accessible","The signature Hokkien prawn mee is made with yellow egg noodles, rice vermicelli and squid, topped with fried crispy lard that adds an extra layer of texture and flavours.",A,0,26,4.15,good,0.6707,good,0.5213,good,0.8765,3.42,3.96,3.77
Cumi Bali,ChIJDw5_RG0Z2jERl-F--4zrv6E,"50 Tras Street, 078989, Singapore",Singapore,Central,2,Indonesian,103.8442371,1.2781933,6220 6619,https://guide.michelin.com/en/singapore-region/singapore/restaurant/cumi-bali,https://www.cumibali.com,Bib Gourmand,"Dine-in,Takeaway,Delivery,Reservations,Beer,Coffee,Credit cards","This friendly restaurant serves authentic Indonesian fare in a setting adorned with artefacts and bamboo-styled furnishings. The signature whole grilled squid Cumi Bali – succulent and springy in texture – is the restaurant’s namesake and is even more delicious in their renowned house-made sauce that features a myriad of natural spices. Nasi Kunyit is a rice dish jazzed up with 11 spices, including turmeric, cinnamon and pandan leaves. The portion sizes are perfect for sharing.",B,1,26,4.31,good,0.7084,excellent,0.6228,good,0.9336,3.31,4.27,3.65
Da Po,ChIJ6xioi7MZ2jERUUldfIsqDH0,"Golden Mile Food Centre, #B1-53, 505 Beach Road, 199583, Singapore",Singapore,Central,1,Street Food,103.8639417,1.3029969,9848 9949,https://guide.michelin.com/en/singapore-region/singapore/restaurant/da-po,https://maps.app.goo.gl/Ku5ZTao1geiG3iXq7,Selected Restaurants,"Dine-in,Takeaway,Outdoor seating","This stall serves only curry chicken noodles and Hainanese chicken rice. The latter comes in three portion sizes. Choose between roast or steamed chicken. The steamed one boasts meaty flavour, springy skin and silky flesh.",A,0,28,4.71,good,0.7261,excellent,0.694,good,0.9537,3.82,4.57,4.04
Da Shi Jia Big Prawn Mee,ChIJn7jj_5kZ2jERdhZzwXgi41Q,"89 Killiney Road, 239534, Singapore",Singapore,Central,1,Ramen,103.8389954,1.298469,8908 6949,https://guide.michelin.com/en/singapore-region/singapore/restaurant/da-shi-jia,https://maps.app.goo.gl/VzyzzA9irkjssw9k7,Bib Gourmand,"Dine-in,Takeaway,Outdoor seating,Beer,Coffee,Credit cards,NFC payments","Guests are spoiled for choices here. First, pick between prawn noodle soup and fried prawn bee hoon. For prawn mee, specify the size of these wild-caught marine crustaceans – from regular to XXL. Then pick your noodles –the yellow variety, kway teow, bee hoon, or any combination of those. For real big eaters, choose extra toppings of fish cake, pork ribs or sliced pork. Don’t forget about snacks like tofu skin prawn rolls and fried prawn balls on the side.",A,0,19,3.37,good,0.6654,excellent,0.5245,good,0.7622,3.21,3.58,3.53
Delhi Lahori,ChIJwcCP1psZ2jERI3RNOOXzMjs,"Tekka Centre, #01-266, 665 Buffalo Road, 210665, Singapore",Singapore,Central,1,Street Food,103.8507102,1.3064407,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/delhi-lahori,https://maps.app.goo.gl/7gCjWBffUzJE4DBN9,Bib Gourmand,"Dine-in,Takeaway,Delivery,NFC payments","The experienced tandoor master knows his clay oven inside out. His fluffy, crispy naans have a loyal following. His grilled-to-order seekh kebab and chicken tikka masala are also exceptional and come in generous portions.",B,1,27,3.81,good,0.6111,excellent,0.4544,good,0.8303,3.48,3.93,3.59
Dill,ChIJ8yh3oeMZ2jERgfHcowGUFIY,"33 Duxton Road, 089497, Singapore",Singapore,Central,2,Scandinavian,103.8434029,1.2790267,8791 1876,https://guide.michelin.com/en/singapore-region/singapore/restaurant/dill-1244891,https://www.dill.sg,Selected Restaurants,"Dine-in,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","Warm beige, wood tones and soft lighting make for a calm and soothing space. Similarly, dishes created by the Norwegian chef are simple and honest, with a touch of Nordic charm. At lunchtime, light meals such as toast, sandwiches and waffles are served. To experience his culinary vision in full, try his dinner set, which may include the unmissable ""cod, kohlrabi, celeriac"" – fresh, perfectly cooked fish finessed by solid technique.",A,0,28,4.93,good,0.6953,excellent,0.9264,good,0.9933,4.07,4.93,4.25
Dudu Cooked Food,ChIJu2nZw9wP2jERIJCbMLtYXCc,"Jurong West 505 Market & Food Centre, #01-19, Blk 505, Jurong West Street 52, 640505, Singapore",Singapore,West,1,Street Food,103.71848,1.3494,9685 8694,https://guide.michelin.com/en/singapore-region/singapore/restaurant/du-du-shou-shi,https://maps.app.goo.gl/TdHXiLKt6fn6EwAf6,Bib Gourmand,"Dine-in,Takeaway,Wheelchair accessible","This stall carries two varieties of tu tu kueh – coconut and peanut. The steamed rice cake is chewy and springy on the outside; both fillings are nutty, sweet and aromatic. Best enjoyed piping hot!",A,0,27,4.33,good,0.6247,excellent,0.4402,good,0.8282,3.85,4.19,3.81
Eminent Frog Porridge & Seafood (Lor 19),ChIJh9mEGc4Z2jERGye7UfBopck,"Geylang Lorong 19, 323 Geylang Road, 389359, Singapore",Singapore,Central,1,Street Food,103.8792564,1.3127778,9842 2941,https://guide.michelin.com/en/singapore-region/singapore/restaurant/eminent-frog-porridge-seafood-lor-19,https://maps.app.goo.gl/UCAwVTepaoKq6o2C9,Bib Gourmand,"Dine-in,Takeaway,Delivery,Outdoor seating,Beer,Coffee,Cash only","Frog is certainly big on the menu – besides the famous frog porridge, try frog fried with ginger and scallion or tossed in Kung Pao sauce. A favourite spot among locals for late-night supper, this place is always packed, so be prepared to wait.",B,1,16,2.62,good,0.7898,good,0.5078,good,0.7076,2.75,2.75,3.19
Esquina,ChIJe8_wgHIZ2jERzHYmjtT4fpI,"16 Jiak Chuan Road, 089267, Singapore",Singapore,Central,2,Spanish,103.8420297,1.2799309,6222 1616,https://guide.michelin.com/en/singapore-region/singapore/restaurant/esquina,https://esquina.com.sg,Selected Restaurants,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","The main dining room of this shophouse just off Keong Saik Road is upstairs, but the best place to sit is at the ground-floor counter in front of the open kitchen, watching the chef and his team at work. The dishes are as flavoursome as they are colourful and creative. Order anchovy sticks with bottarga aioli while you peruse the menu’s sections: ‘snacks’, ‘soil’, ‘sea’ and ’land’. Octopus and suckling pig are the house signatures and the set menu is also worth trying.",A,0,26,4.88,good,0.6488,excellent,0.768,good,0.9443,3.96,4.54,4.04
Fatty Ox HK Kitchen,ChIJ3z2MH3MZ2jER5VZxwFfXs1A,"Chinatown Complex Market & Food Centre, #02-84, 335 Smith Street, 050335, Singapore",Singapore,Central,1,Street Food,103.8432932,1.2822034,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/fatty-ox-hk-kitchen,https://maps.app.goo.gl/jh68oWASNvP83c7o6,Selected Restaurants,"Dine-in,Takeaway,Wheelchair accessible","Offers a wide array of noodles, including pork trotter and barbecue meats. The fresh yam noodles are handmade and available for take away only.",A,0,28,4.18,good,0.7282,good,0.4822,good,0.8915,3.57,3.96,3.82
Fei Fei Roasted Noodle,ChIJZZZoqxkQ2jERUlm9TCW5lj4,"Yuhua Village Market and Food Centre, #01-28, Blk 254, Jurong East Street 24, 600254, Singapore",Singapore,West,1,Street Food,103.7376562,1.3436537,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/fei-fei-roasted-%E2%80%A2-noodle,https://maps.app.goo.gl/pTrRHQXDMCdkTVhP9,Bib Gourmand,"Dine-in,Takeaway,Outdoor seating,Coffee",Popular stall for roasted meat and dumplings. Duck leg with shrimp wonton noodles is recommended. Come early before the food runs out.,A,0,34,4.56,good,0.6963,excellent,0.5071,good,0.927,3.65,4.53,4.06
Feng Zhen Lor Mee,ChIJX9KCDfsP2jERiI4IUgJDkn4,"Taman Jurong Market & Food Centre, #03-146, 3 Yung Sheng Road, Jurong West, 618499, Singapore",Singapore,West,1,Street Food,103.7213881,1.3349205,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/feng-zhen-lor-mee,https://maps.app.goo.gl/w4JrF7kS4Ywn2E5D7,Selected Restaurants,"Dine-in,Takeaway,Coffee,Cash only,Wheelchair accessible","This popular stall offers lor mee with generous toppings like meatballs and fish flakes. The noodles are springy and the broth is tasty and flavoursome. Also, try their deep-fried prawn rolls with a crispy skin and juicy filling.",B,1,26,3.77,good,0.6898,excellent,0.4894,good,0.8429,3.15,3.81,3.88
Fiamma,ChIJEWNnq5of2jER69_bjd4nzlg,"Capella Hotel, 1 The Knolls, Sentosa Island, 098297, Singapore",Singapore,Central,3,Italian,103.8242699,1.2494097,6591 5046,https://guide.michelin.com/en/singapore-region/singapore/restaurant/fiamma,https://capellahotels.com/en/capella-singapore/dining/fiamma,Selected Restaurants,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","This restaurant in an ultra-luxury beach resort boasts a rustic chic room, complete with an open kitchen, wood-fired oven (hence the name) and a terrace overlooking the pool and garden. Here, the chef offers a good range of Italian classics, embodying his personal history and childhood memories. His tiramisu, generous enough for two to share, is topped with a crispy caramelised sugar shell, a perfect finale to the refined dining experience.",A,0,24,4.71,good,0.6749,excellent,0.9237,good,0.9274,4.12,4.71,4.17
Fico,ChIJ04fGxckj2jERlkiNn_xBbbM,"1300 East Coast Parkway, 468964, Singapore",Singapore,East,2,Italian,103.9463853,1.3105224,8121 7208,https://guide.michelin.com/en/singapore-region/singapore/restaurant/fico-1213088,https://www.ficomasseria.com,Bib Gourmand,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","This white house styled after a masseria in Puglia is sited within East Coast Park. The sprawling lawn, spectacular ocean views and sound of the waves all exude a soothing vibe. The Pugliese chef is keen to bring authentic cuisine from his homeland to Singapore, of which focaccina and pasta made from scratch are the highlights. Try his San Marzano tomato focaccina with mozzarella and fresh basil, bursting with intense flavours.",A,0,22,4.55,good,0.6947,excellent,0.7038,good,0.8833,3.59,4.18,3.86
